month,site,job_family,open_positions,time_to_fill_days,offer_acceptance_rate
2024-10-01,Lyon,Finance,8,219,1.0185050887511824
2023-04-01,PARIS,Finance,27,128,0.9723212451930437
2023-09-01,BERLIN,Finance,41,297,1.6536943943351587
2024-09-01,PARIS,Finance,30,260,1.050689633685494
2023-11-01,BERLIN,Finance,19,123,0.894365481685189
2024-01-01,lyon,finance,17,136,0.04251907981109637
2024-08-01,Berlin,Finance,16,258,0.20618631104838753
2023-10-01,BERLIN,IT ,29,104,1.4632513453041789
2024-11-01,Berlin,finance,35,-6,1.625383053456879
2025-08-01,BERLIN,finance,13,40,0.06350533485219152
2024-12-01,BERLIN,finance,48,13,0.18445010345233318
2023-11-01,Paris,Operations,24,97,1.4686371893582302
2025-09-01,Madrid,IT ,44,268,0.36247615978639863
2025-03-01,PARIS,IT ,39,197,0.10619839790294396
2024-11-01,Berlin,finance,3,0,1.4668898259107277
2023-04-01,Lyon,finance,1,123,1.3184749064056298
2024-03-01,BERLIN,finance,29,125,1.061518200496139
2023-03-01,BERLIN,Finance,41,-10,0.14877971582483618
2023-03-01,Lyon,Finance,25,248,1.0731512880397838
2025-01-01,Paris,Finance,10,247,0.34323387167500724
2024-10-01,BERLIN,HR,5,203,1.3381401181651678
2023-11-01,Madrid,IT,37,10,1.1359563105559018
2023-11-01,lyon,IT,18,-6,1.2246652323348388
2023-08-01,lyon,Operations,18,155,0.7485778227554122
2025-04-01,Berlin,IT ,10,286,0.6482244340660669
2024-08-01,PARIS,IT ,41,122,0.48070477222167407
2024-10-01,Madrid,Operations,5,-15,1.6103851516838297
2023-11-01,Berlin,Operations,28,-4,0.1879932224008514
2024-11-01,BERLIN,HR,13,263,0.7072722833341724
2025-10-01,PARIS,Operations,9,62,1.348153642623105
2025-10-01,PARIS,Operations,36,208,1.0277792878212526
2024-12-01,Paris,Operations,25,195,1.553698635092897
2023-03-01,lyon,Finance,40,189,1.2782634427541726
2025-06-01,Berlin,finance,49,201,0.8709321387754471
2024-11-01,BERLIN,HR,30,-19,1.4013726225707621
2023-01-01,Lyon,finance,44,123,1.5499192652239007
2024-06-01,Paris,finance,49,252,1.0557271703027857
2023-03-01,Paris,finance,35,221,0.38790410942647824
2024-12-01,Lyon,Finance,9,216,1.220321215333569
2025-01-01,Berlin,HR,25,105,0.13808336351912515
2023-02-01,Berlin,IT,9,230,0.8851120997177953
2024-10-01,Madrid,IT ,19,124,0.14786434218368164
2023-09-01,Lyon,IT ,20,97,0.06273431034727349
2024-04-01,Lyon,IT,17,93,0.4666869130236508
2024-04-01,Lyon,Operations,11,63,1.3706383618600566
2024-03-01,Lyon,IT,12,80,1.1611916834440437
2023-07-01,Berlin,HR,3,50,0.1358223619229617
2025-03-01,Berlin,IT,26,239,0.6244614646571328
2024-06-01,lyon,IT ,42,120,1.2950374680078687
2023-07-01,lyon,IT ,8,45,0.5791938442190111
2024-10-01,Paris,Operations,27,128,1.6122158498309136
2024-01-01,Paris,IT,10,206,1.6791258238459084
2024-07-01,Madrid,Operations,41,115,0.03951055590021959
2025-02-01,Lyon,Finance,9,131,0.7725943558063976
2024-05-01,Madrid,HR,48,145,0.8893882008448295
2024-05-01,Madrid,finance,26,81,1.5762548892577644
2024-04-01,Berlin,Operations,27,180,0.6716082217107476
2024-01-01,BERLIN,IT ,9,224,0.13133660554123042
2023-05-01,Madrid,finance,27,123,0.6125506925788129
2025-10-01,Madrid,HR,39,175,0.8453889697051048
2024-07-01,lyon,finance,2,151,0.3309620934488201
2025-05-01,Lyon,Finance,14,200,0.676804053602424
2025-05-01,Paris,IT,46,154,0.09897250001341353
2025-03-01,PARIS,Finance,32,293,1.607055860848554
2023-12-01,lyon,IT,16,196,1.045133847357729
2023-05-01,Madrid,IT,26,74,1.581260220420752
2025-06-01,Berlin,Operations,35,171,1.2936455955144277
2025-05-01,PARIS,HR,22,71,0.8441301448594957
2024-11-01,BERLIN,finance,40,-17,0.4855647332982845
2023-01-01,Lyon,HR,27,169,0.9994777059113061
2023-05-01,Lyon,Finance,26,169,0.7970989026025675
2023-04-01,Madrid,IT ,18,149,0.013142174259383998
2023-11-01,BERLIN,Finance,9,299,1.082591825734385
2024-02-01,lyon,Finance,13,217,1.439627117993996
2025-08-01,PARIS,Operations,41,207,1.5202902543574857
2025-12-01,Madrid,finance,42,148,1.2090788538312875
2024-01-01,Berlin,IT ,17,136,0.7783316805172866
2025-08-01,PARIS,Operations,0,37,0.7052505693068785
2023-09-01,BERLIN,HR,1,174,0.7488073342712492
2025-07-01,lyon,Operations,17,211,1.4704833545559646
2024-05-01,Berlin,finance,37,62,0.8830031133187077
2024-01-01,Berlin,Finance,48,86,0.125816851422591
2025-06-01,BERLIN,HR,23,233,0.7945520403562032
2025-02-01,Berlin,Operations,20,56,1.3689076529769382
2023-11-01,Paris,IT,13,27,0.4225645701280596
2023-03-01,Berlin,Finance,32,121,1.2159555465751684
2024-07-01,Berlin,Finance,43,141,0.4046764235173416
2024-10-01,PARIS,Operations,39,296,1.1200595080730056
2024-10-01,Lyon,IT ,11,176,0.8713126392347692
2025-08-01,Berlin,finance,16,152,0.8143123908534181
2023-07-01,PARIS,IT,33,-17,1.1700427032630605
2024-12-01,Berlin,Operations,24,155,0.8166811980097968
2023-09-01,PARIS,Finance,49,213,1.1652598550578757
2025-01-01,Lyon,finance,44,85,1.604938143223437
2024-10-01,Lyon,Finance,30,179,0.506875158081419
2024-12-01,PARIS,Finance,3,116,0.046549485168349954
2023-07-01,PARIS,finance,24,286,0.9147979508299522
2024-11-01,PARIS,finance,35,106,0.4777628222528512
2023-01-01,lyon,finance,33,100,0.8974494117790017
2025-12-01,Lyon,Operations,33,5,1.058395074319132
2023-05-01,Berlin,HR,32,114,0.9734490856503984
2024-11-01,Madrid,finance,36,14,1.0918739741263441
2024-09-01,Lyon,IT ,37,56,0.6589885962948909
2024-03-01,BERLIN,Operations,44,270,0.879854816359716
2023-02-01,lyon,Operations,21,12,0.7990551212387255
2024-09-01,PARIS,Finance,11,125,0.4008683933881403
2024-06-01,Berlin,IT ,2,187,0.8294650539781925
2024-06-01,PARIS,Finance,3,58,1.4768940396576078
2024-06-01,lyon,IT,47,36,0.5528714387679352
2024-03-01,Paris,IT,7,135,1.0819834108493325
2023-11-01,lyon,Finance,31,263,0.1919678527290871
2023-12-01,PARIS,IT,43,30,0.07343164791394163
2023-01-01,Lyon,IT,4,-5,1.670674082497513
2025-11-01,Lyon,Finance,22,190,0.504128800870822
2025-08-01,Berlin,IT,38,215,1.4027388974148698
2023-10-01,Lyon,HR,13,169,1.5436740590947358
2023-12-01,Paris,Finance,18,41,0.6387672643504846
2024-11-01,Madrid,HR,22,-2,0.017710715400805255
2025-03-01,Madrid,Operations,36,44,0.551339416209913
2023-01-01,PARIS,HR,20,36,1.4640091643798003
2025-09-01,Lyon,finance,10,207,1.4778505393798929
2024-07-01,Lyon,finance,35,91,1.5616490720907714
2024-11-01,Lyon,Operations,40,249,1.382251288341066
2023-11-01,BERLIN,finance,39,183,0.29100445745407655
2023-04-01,Berlin,IT ,10,130,0.8019094976901917
2023-03-01,Lyon,IT,24,299,0.7396461644266611
2023-11-01,lyon,IT ,15,143,0.8500654469176255
2023-09-01,PARIS,IT,23,130,1.0028523503264426
2024-12-01,lyon,Operations,23,20,0.6358954261929353
2023-09-01,BERLIN,Finance,10,31,1.1567694205345533
2024-03-01,Paris,IT,43,165,0.05505628347378303
2023-01-01,Berlin,HR,45,192,1.2352195588035078
2023-11-01,PARIS,finance,23,145,0.9070818176460338
2024-11-01,Lyon,Operations,16,67,0.2633718411605673
2023-09-01,BERLIN,HR,41,1,0.996040305218028
2023-06-01,Lyon,IT,36,90,0.10917181331724618
2023-12-01,lyon,finance,39,245,1.109204203335143
2024-03-01,Madrid,finance,40,93,0.9575683871565491
2023-03-01,lyon,Operations,17,147,1.6792917816704473
2023-01-01,Madrid,HR,24,162,0.2778063277656782
2024-01-01,PARIS,Operations,7,71,1.5166848860838822
2025-09-01,PARIS,Operations,38,264,0.7253997798132247
2023-11-01,PARIS,IT,15,298,0.17755159663186484
2024-04-01,Paris,IT,28,262,1.303248573948187
2023-03-01,Berlin,IT ,8,188,1.6599530862892178
2024-04-01,PARIS,Finance,6,207,1.3194886195006497
2025-08-01,Berlin,IT,13,198,1.0682483412707486
2025-02-01,BERLIN,Finance,24,276,0.1366911842554662
2025-04-01,lyon,Finance,36,61,0.7093301549914446
2025-03-01,lyon,Operations,18,115,0.10307222407339513
2024-05-01,Madrid,IT,1,103,0.6316264718160673
2025-03-01,PARIS,Finance,18,129,0.8713294903153251
2023-12-01,Berlin,IT ,1,152,1.1669053902032598
2025-11-01,Madrid,HR,23,2,0.4833773921386244
2024-07-01,lyon,Finance,9,185,1.5699579634117737
2025-09-01,Lyon,HR,49,88,0.8471932960827095
2024-05-01,PARIS,IT ,12,59,0.7963293107304755
2023-09-01,BERLIN,HR,36,12,0.20784559557983737
2023-12-01,Berlin,finance,0,252,1.0463599402402868
2025-09-01,Berlin,IT ,14,171,0.617623866963314
2024-03-01,Berlin,IT,6,-6,1.5882737009407668
2025-05-01,BERLIN,finance,39,215,1.5033288567709076
2024-01-01,Paris,IT,15,294,0.7052811971500664
2023-03-01,Paris,Finance,6,220,1.3611981707495788
2025-11-01,Lyon,Operations,17,8,0.8857417760325259
2024-09-01,Berlin,IT,27,69,0.8199882335650641
2025-11-01,BERLIN,IT,13,2,1.19856003269219
2025-11-01,Madrid,IT,16,289,1.3623113573104222
2025-12-01,Madrid,IT,22,75,1.0804457941220522
2025-07-01,Madrid,finance,22,89,1.4437595252734667
2024-01-01,PARIS,IT ,23,86,0.3028931497756217
2025-08-01,Madrid,finance,20,164,0.6567702537527604
2024-06-01,BERLIN,Finance,21,112,0.6043952328614718
2024-06-01,Berlin,finance,25,30,1.3564676834314218
2023-10-01,Paris,IT ,35,222,0.6604414066904234
2024-04-01,Paris,IT,28,187,0.3662073178025866
2024-11-01,Berlin,IT ,6,144,1.5777214810046822
2025-07-01,Paris,Operations,16,287,0.5070441694377206
2025-10-01,Berlin,Operations,10,121,1.5280708303575385
2025-05-01,Berlin,IT,36,175,1.1605766223024885
2024-04-01,Madrid,Finance,24,28,1.1086126049713112
2025-06-01,PARIS,finance,40,104,0.5141642518231022
2025-01-01,Berlin,HR,47,19,1.5044155848362362
2024-07-01,BERLIN,Finance,7,243,1.3334247467978373
2025-08-01,Paris,Operations,3,56,0.22418488637542291
2023-12-01,lyon,Operations,36,23,1.5766068323148446
2024-03-01,Paris,Finance,8,79,0.6819108268945079
2024-03-01,PARIS,IT,36,126,1.3744341860678302
2024-08-01,Paris,IT ,13,82,0.3753020617230942
2023-06-01,Lyon,Operations,47,125,0.12654859834560553
2024-07-01,BERLIN,Operations,13,283,1.4339374692991629
2025-05-01,Lyon,HR,22,-3,1.2491420664128041
2025-03-01,Lyon,IT ,32,132,0.14399780223137573
2025-11-01,Paris,Finance,17,68,0.19116880110250173
2025-09-01,Berlin,Operations,41,6,0.8108978603132856
2024-07-01,PARIS,finance,9,177,0.7331680548495088
2025-12-01,BERLIN,IT ,12,25,0.7148845037320226
2023-05-01,BERLIN,Finance,45,92,1.5841231581942425
2024-08-01,BERLIN,IT ,23,139,0.7486704102471919
2025-10-01,Madrid,HR,49,137,0.4777520630721138
2023-07-01,PARIS,Operations,45,191,1.0150752828206162
2025-10-01,lyon,Operations,23,32,1.5217876589356683
2025-04-01,Berlin,HR,47,277,1.2906759738245401
2024-10-01,lyon,HR,47,106,1.6836194699383173
2025-06-01,PARIS,IT,41,46,0.599084392167105
2024-09-01,Paris,Finance,2,267,0.22227311830707763
2023-09-01,Lyon,Operations,19,-6,1.610686485896339
2025-12-01,BERLIN,IT ,2,66,1.4286022480440297
2024-01-01,Lyon,HR,36,196,0.6768056276614522
2025-09-01,Berlin,IT,9,125,0.5394161005336429
2025-02-01,Madrid,HR,25,58,1.196326167706204
2023-01-01,Paris,HR,36,24,0.6937003388450995
2023-02-01,Madrid,finance,15,148,0.43300189563548314
2025-12-01,PARIS,finance,41,77,0.02879777552927032
2025-06-01,BERLIN,Operations,3,268,1.060582422284085
2024-04-01,Berlin,Finance,49,5,1.2204747785122638
2023-09-01,Madrid,finance,36,247,1.5609638726413135
2024-03-01,lyon,Operations,40,34,0.33083544859381075
2024-10-01,Madrid,IT ,32,199,1.3366485816061422
2024-03-01,Lyon,HR,35,198,0.06606227599754702
2023-04-01,lyon,finance,33,189,0.34478036698996
2024-04-01,Lyon,IT ,9,259,1.57666692352802
2023-11-01,PARIS,IT ,22,246,0.4562059165492236
2025-08-01,Madrid,HR,44,51,0.9926336366015138
2024-10-01,Berlin,finance,16,48,0.9920775822768757
2023-01-01,Madrid,finance,7,59,0.5765889203493322
2025-02-01,Madrid,Finance,30,131,0.8640245131871277
2023-03-01,Paris,IT ,33,28,0.5582486593893065
2025-08-01,Berlin,IT ,0,157,0.9894946482590264
2025-09-01,Paris,IT ,19,61,0.32190626438346726
2025-09-01,lyon,finance,35,108,1.641227785572512
2023-02-01,Lyon,HR,4,209,0.8933270592735901
2024-10-01,BERLIN,Finance,26,1,0.7200323996311961
2023-12-01,PARIS,HR,45,212,0.2773716666871333
2023-02-01,Paris,HR,13,47,0.9666064821958921
2023-08-01,BERLIN,Finance,33,113,0.2204671202424571
2024-05-01,Lyon,IT ,25,197,1.1921722085905144
2023-04-01,Madrid,IT,30,-8,1.0783280319114976
2023-01-01,Madrid,Finance,43,247,0.9314425316136832
2023-06-01,BERLIN,Finance,1,286,0.677154498666496
2024-10-01,BERLIN,Operations,44,160,0.7807134834876507
2025-11-01,Lyon,finance,27,103,0.8967827161842912
2023-11-01,BERLIN,finance,21,274,0.3769843725487107
2023-02-01,Madrid,IT,7,7,0.5253962362998308
2024-06-01,Berlin,IT,47,193,1.4477815886183103
2023-09-01,Paris,IT,21,299,0.11489619597308981
2023-06-01,PARIS,HR,10,178,1.3531172248648586
2025-10-01,Paris,finance,0,7,0.6399106324482611
2023-12-01,Madrid,Operations,48,235,0.6796995097211607
2024-09-01,PARIS,IT ,5,58,0.6370436822867702
2025-02-01,BERLIN,finance,21,261,1.0200941270254889
2023-10-01,BERLIN,IT,1,183,0.7790543495697788
2024-04-01,Madrid,IT ,25,88,0.739057908873846
2024-03-01,PARIS,IT,6,17,0.20449893540021535
2024-11-01,lyon,IT ,32,131,1.6019410235795764
2024-09-01,BERLIN,HR,15,175,1.335929367839387
2024-04-01,Madrid,IT,12,289,0.8172935346706574
2023-11-01,lyon,IT,31,139,0.26989312138695887
2024-08-01,Paris,Operations,2,109,1.5886911955254401
2024-09-01,Paris,IT ,20,208,0.3023744539285909
2024-04-01,BERLIN,IT,30,139,0.26217721379691145
2023-11-01,Paris,finance,23,272,0.3126014577692383
2025-09-01,Madrid,IT,6,178,0.15623019329714571
2024-10-01,Lyon,HR,49,269,0.28056334374359776
2025-01-01,lyon,IT ,38,64,1.0935064735387687
2025-09-01,lyon,finance,43,105,0.35732012989909767
2025-10-01,lyon,IT,7,166,0.7566053606048218
2024-03-01,Berlin,Finance,5,53,0.9309867119827242
2023-01-01,Madrid,HR,13,97,1.1663187234905121
2023-04-01,lyon,IT ,19,179,0.29542516694231985
2024-05-01,lyon,Operations,1,26,0.8809362283137747
2025-04-01,lyon,Finance,13,33,1.6392472200095403
2025-08-01,Madrid,HR,34,230,0.7603416947387563
2023-08-01,Madrid,IT,24,129,1.057086427585909
2025-12-01,Berlin,HR,46,58,1.6741146635168447
2025-12-01,Lyon,finance,17,146,0.7583588524160253
2024-07-01,lyon,Finance,39,58,0.7972037623069175
2024-12-01,Berlin,HR,7,267,1.2598035223407416
2023-03-01,Lyon,Finance,5,187,0.613040947284442
2024-02-01,lyon,Finance,27,299,0.29817632406832617
2025-08-01,lyon,Finance,8,261,0.17998025264354603
2023-12-01,Paris,IT ,24,178,1.2655334875856319
2025-07-01,Berlin,HR,6,247,0.8380720194307921
2025-10-01,Paris,finance,34,-14,0.5455930998173257
2025-07-01,Lyon,IT ,15,41,0.2038941282264461
2025-12-01,Madrid,Operations,19,-8,1.5959681330789817
2025-08-01,BERLIN,Operations,6,251,0.19940940090143386
2025-11-01,Lyon,HR,17,122,1.6783537875000356
2025-08-01,Paris,HR,18,-18,1.0393200386718737
2024-04-01,PARIS,IT,1,271,1.4045883920324616
2023-01-01,Madrid,finance,28,295,0.6670080257814468
2024-01-01,PARIS,IT,27,232,0.3455645568807668
2023-11-01,BERLIN,finance,14,0,0.28604119974278325
2023-11-01,Madrid,IT ,29,222,1.348320633459928
2025-01-01,Paris,IT,3,55,0.58990863985577
2023-05-01,PARIS,Operations,7,133,0.5225959949720768
2024-09-01,Berlin,finance,18,291,0.9262901560614977
2025-11-01,BERLIN,IT,29,164,0.976957234652825
2023-12-01,PARIS,finance,25,191,0.3956058816795783
2024-01-01,Berlin,Operations,8,136,1.5055453091121118
2023-03-01,lyon,finance,42,141,1.5875929963829463
2023-12-01,PARIS,IT ,27,37,0.39738842677987596
2025-10-01,lyon,Finance,6,274,1.1113622451852487
2024-08-01,Paris,Operations,32,110,0.673489023212643
2023-04-01,PARIS,IT ,49,226,0.3261868282142404
2023-07-01,lyon,HR,3,270,0.7010717870817988
2023-03-01,BERLIN,Operations,7,51,1.2383527744606173
2024-01-01,PARIS,Operations,33,9,0.8855132335289856
2025-05-01,Paris,HR,9,59,0.7234447407427372
2024-09-01,PARIS,finance,35,272,0.6861218151187917
2025-01-01,Berlin,Finance,28,58,0.7529363179483709
2023-03-01,PARIS,IT,42,-12,0.586159903614596
2025-06-01,Berlin,Operations,3,145,0.10071397824017295
2024-10-01,Lyon,IT,34,136,1.4899155678372915
2023-02-01,BERLIN,finance,27,275,1.6251893021714352
2023-09-01,Lyon,IT,21,153,1.2272953299247358
2023-04-01,Berlin,Operations,25,200,0.3731690645434746
2023-08-01,lyon,Operations,5,153,1.136337701220053
2024-07-01,PARIS,Operations,23,71,1.4812056365050157
2024-09-01,PARIS,finance,3,57,1.1923586814646663
2024-02-01,BERLIN,IT ,45,47,1.290536325160347
2023-01-01,PARIS,HR,15,146,0.5300809237274582
2024-08-01,PARIS,IT,6,159,1.3407162108976782
2024-07-01,Lyon,Operations,6,141,0.30475300160066116
2024-04-01,PARIS,finance,36,-4,1.1944069748132395
2023-10-01,BERLIN,Finance,3,95,0.38839129736503525
2023-02-01,lyon,IT ,22,184,1.0371981642764394
2023-01-01,PARIS,Operations,31,169,0.6712559500510452
2023-08-01,Lyon,HR,20,191,1.0040748203926961
2023-09-01,lyon,IT ,10,258,0.467640585095814
2024-06-01,Lyon,IT,15,47,1.6438474887472188
2024-03-01,Berlin,IT,39,291,1.4113213073804576
2024-04-01,Berlin,IT,20,297,1.2637916554552096
2024-09-01,lyon,Operations,4,252,0.9517501625532365
2025-01-01,lyon,IT ,46,134,1.3790627917874652
2024-12-01,PARIS,HR,10,32,1.1955605381478593
2024-04-01,Madrid,HR,43,41,0.5595939990977442
2023-09-01,Lyon,HR,23,271,0.27766381231692866
2024-03-01,lyon,IT ,34,261,0.7713381327203583
2024-01-01,lyon,finance,46,253,1.1338739240303646
2024-12-01,BERLIN,IT ,47,185,0.7086968261304571
2025-09-01,Lyon,finance,25,48,1.3480711703470487
2023-12-01,Lyon,Finance,28,16,0.490630153491237
2023-10-01,Paris,IT,14,192,0.6584753715275219
2025-07-01,Lyon,finance,6,12,1.5794648066404735
2023-04-01,Madrid,finance,16,-1,0.41826973130065553
2025-12-01,BERLIN,HR,36,177,0.2828002232633522
2023-10-01,Madrid,HR,7,215,0.2805359127729416
2023-03-01,BERLIN,finance,40,99,0.3215398365471768
2024-10-01,Madrid,IT ,0,103,0.05963819626390031
2024-09-01,BERLIN,HR,31,171,0.7287567128768015
2023-03-01,Paris,Finance,2,283,0.9243926968632369
2025-05-01,Paris,HR,32,82,1.1848086875019204
2023-05-01,Berlin,IT ,15,59,0.10250065617163943
2023-03-01,BERLIN,HR,27,198,0.914221161380882
2025-06-01,Berlin,HR,42,21,1.3423513461537668
2023-08-01,Paris,IT,23,181,0.976572691936151
2024-01-01,lyon,Finance,35,234,0.4323212140369319
2024-08-01,Berlin,Operations,33,55,1.108520450788294
2024-01-01,PARIS,finance,35,-7,0.6094174863832944
2023-06-01,Paris,HR,9,182,1.0364265311359766
2023-10-01,Berlin,finance,49,70,1.6295171335968825
2025-02-01,PARIS,Operations,25,245,0.44302863364758976
2023-06-01,PARIS,finance,48,172,1.1735182169549319
2025-02-01,PARIS,Finance,12,230,0.9446580801080225
2025-04-01,Madrid,Operations,7,58,0.664508579969365
2023-12-01,Paris,IT,31,85,0.004898683394450342
2023-04-01,Berlin,Finance,11,52,1.5222219418238665
2024-12-01,Lyon,HR,41,88,1.4375835031972688
2024-03-01,Lyon,IT ,0,258,1.6008619588897923
2024-12-01,Berlin,finance,42,248,1.1048176361789326
2024-01-01,Madrid,IT ,46,179,0.9043902192252872
2023-03-01,lyon,Operations,26,117,0.2593070938162158
2025-03-01,Berlin,Operations,17,49,0.7850911192755221
2024-03-01,lyon,Finance,9,119,0.7097381924958844
2025-02-01,Paris,finance,16,116,0.42767729070680527
2024-11-01,Lyon,IT,19,248,1.4068473139917828
2025-09-01,Berlin,Operations,49,42,1.1309978245892058
2024-09-01,PARIS,HR,49,99,1.2402899368688505
2024-02-01,Paris,IT ,11,269,1.1882260389255637
2024-01-01,lyon,HR,16,134,0.17507190828281396
2025-08-01,Paris,HR,20,2,1.2761858287518573
2023-12-01,BERLIN,HR,41,248,1.4399091487035223
2023-10-01,Lyon,finance,42,93,0.7942950698116684
2024-10-01,PARIS,IT ,28,140,1.4051400117829356
2025-01-01,PARIS,HR,44,19,0.6766029219505192
2025-05-01,lyon,Finance,48,108,1.2598796249228377
2023-07-01,lyon,HR,15,269,1.1555720351111631
2025-11-01,Madrid,Finance,2,98,1.5106232044762071
2025-05-01,BERLIN,Finance,11,130,0.8907630456035323
2024-04-01,Lyon,Operations,8,77,0.3032596884945988
2023-08-01,Berlin,finance,48,24,0.48627615414620107
2023-09-01,lyon,Operations,45,206,0.7959641252585671
2024-08-01,Lyon,HR,11,109,0.790534139467836
2024-07-01,Madrid,Operations,35,-10,1.1077468815505924
2024-04-01,Paris,Operations,21,268,0.04192692812143499
2025-05-01,Madrid,Operations,39,87,0.821624268553428
2025-10-01,Lyon,Finance,40,249,0.9838104433826854
2025-04-01,lyon,finance,22,97,1.089362641948827
2025-10-01,Madrid,Finance,16,282,1.242920217024889
2024-05-01,PARIS,finance,15,243,1.1625180721571788
2023-04-01,BERLIN,Operations,18,121,1.2748417436806665
2025-10-01,Lyon,finance,13,119,1.4515248905620963
2025-06-01,lyon,IT,33,190,0.14445989717429022
2025-06-01,Paris,Operations,27,93,0.7506614240400248
2025-07-01,lyon,Finance,24,82,0.32822695652390427
2025-08-01,Lyon,IT,40,228,0.012106063514659959
2025-10-01,Berlin,HR,41,-18,0.6096899549343611
2024-06-01,PARIS,IT,4,95,1.6944236858180515
2023-06-01,lyon,IT,1,-3,0.4533242683603223
2023-03-01,BERLIN,HR,25,259,0.7897295307643489
2024-02-01,lyon,IT,29,116,1.5331614124287765
2024-05-01,BERLIN,Finance,31,256,0.30594446372286277
2025-03-01,Lyon,Finance,47,153,0.2542229946652334
2025-02-01,BERLIN,HR,6,14,0.5680496996451201
2024-02-01,Lyon,finance,47,135,1.1035314423857956
2025-12-01,PARIS,HR,33,294,1.0252570801579959
2024-12-01,lyon,IT ,19,203,0.4914123536577874
2024-09-01,PARIS,IT,2,39,1.5379211969022017
2023-01-01,Berlin,finance,38,214,0.15844939145953452
2025-08-01,Lyon,HR,10,220,1.4918969782543139
2023-11-01,PARIS,Operations,4,170,0.2946329237375598
2024-05-01,Berlin,IT ,20,43,0.8956772667919349
2023-03-01,Lyon,finance,17,24,1.0381837401843177
2025-05-01,Paris,IT,3,276,1.5904444391852053
2024-07-01,PARIS,Finance,10,190,0.4898017284544814
2025-09-01,BERLIN,IT ,20,55,1.5592295449316989
2023-05-01,BERLIN,Operations,42,188,1.6454995432357367
2023-02-01,lyon,Finance,9,252,1.6311130754208445
2023-09-01,Berlin,Finance,42,239,0.8739084437140991
2025-01-01,lyon,IT ,18,254,0.2709584807041405
2024-08-01,lyon,IT ,38,175,0.8945499837565851
2023-11-01,lyon,IT,24,265,1.3830812641762207
2023-12-01,Paris,Finance,48,26,0.6139230703449821
2023-01-01,lyon,IT ,28,24,1.3103537289559417
2024-12-01,PARIS,HR,6,255,0.9899364936736493
2024-05-01,Lyon,HR,33,118,0.9140453124732745
2024-04-01,BERLIN,IT ,3,171,0.6636086842324068
2023-08-01,Lyon,IT ,41,223,1.1624848893744644
2024-12-01,Lyon,IT,19,-1,0.6289436857894282
2023-06-01,BERLIN,finance,26,10,0.7674731218535555
2023-09-01,Lyon,IT ,14,256,0.192968400905989
2023-03-01,BERLIN,HR,27,82,1.3016178727701095
2025-12-01,PARIS,IT ,45,154,1.0317546535164157
2024-11-01,lyon,IT ,23,287,1.2379116053916623
2025-07-01,Madrid,Finance,36,178,1.6317569512211165
2025-10-01,lyon,Finance,48,23,0.43415764442850924
2025-11-01,Madrid,IT ,9,64,1.2180895526936586
2024-05-01,Paris,finance,40,243,0.5603009963101064
2024-09-01,Lyon,HR,4,245,0.34349514400348036
2023-03-01,Paris,Operations,49,34,0.9144781513698949
2025-11-01,Lyon,Operations,41,-19,1.6357723947998533
2025-10-01,Berlin,IT ,9,273,1.622185550696408
2024-02-01,Berlin,IT ,1,22,1.5440310928115013
2024-04-01,BERLIN,Finance,17,59,0.8420324317003144
2023-04-01,Madrid,Finance,17,84,1.0978720652223095
2023-09-01,Lyon,Operations,21,87,0.1159747703333988
2024-03-01,Lyon,Finance,27,275,0.2800035789442446
2023-01-01,lyon,finance,46,134,0.45842244957710604
2023-10-01,BERLIN,finance,3,78,0.42304980448623675
2023-11-01,Berlin,IT,46,151,1.515072939886675
2025-07-01,lyon,IT ,19,263,0.8654240646941901
2025-12-01,lyon,Finance,37,182,0.7281924537680368
2025-10-01,Paris,HR,26,265,0.15231226324721972
2024-05-01,PARIS,finance,0,120,1.323328296646733
2023-04-01,Madrid,Operations,12,29,0.006088396184034672
2024-06-01,Berlin,finance,22,107,1.438301418044424
2025-12-01,BERLIN,finance,35,8,0.30783040984443705
2023-07-01,Paris,Finance,34,106,0.8485465503307631
2023-12-01,lyon,Finance,48,43,0.6006140681118027
2024-07-01,lyon,HR,6,205,1.584044639786999
2023-08-01,PARIS,Finance,31,290,1.6428828117870673
2023-10-01,Berlin,HR,39,282,1.38005716075074
2025-12-01,Paris,IT,48,221,1.0494698298746348
2023-07-01,Berlin,IT,31,44,0.8668848196692661
2025-04-01,BERLIN,IT,9,183,0.3984091047801416
2024-06-01,Berlin,Finance,18,-5,1.0107165773331648
2023-01-01,lyon,IT,45,292,1.1255113293122385
2025-05-01,Lyon,Operations,3,181,1.5906128355926683
2024-10-01,Madrid,Finance,5,38,1.0408729968724453
2024-10-01,Paris,IT ,13,171,1.452443700581443
2024-12-01,Lyon,IT ,39,23,0.7062929608674955
2025-01-01,Paris,IT,29,85,0.9093322202665466
2024-08-01,Paris,Operations,30,140,1.5585630956552785
2025-06-01,Berlin,IT,44,117,1.270280893473822
2023-07-01,lyon,HR,14,159,1.5681074301384774
2023-03-01,PARIS,Finance,17,81,0.2368666810667104
2023-06-01,Lyon,finance,21,-11,0.34620015342189453
2024-04-01,lyon,IT ,3,187,0.49309694694292383
2024-01-01,Madrid,Operations,20,197,1.4193680893348204
2023-07-01,Berlin,finance,24,32,0.6705387508297889
2025-05-01,BERLIN,Operations,10,1,0.02894613000085262
2023-11-01,lyon,Finance,40,246,0.5007984429727367
